,phrase,label,sentiment,subjectivity,language,count
Bremen,Bremen,LOC,-0.25,0.0,de,8
…,…,LOC,-0.125,0.0,de,8
Indien,Indien,LOC,-0.2642857142857143,0.0,de,7
Dänemark,Dänemark,LOC,0.028571428571428564,0.0,de,7
Nordrhein-Westfalens,Nordrhein-Westfalens,LOC,-0.6285714285714287,0.0,de,7
Kärnten,Kärnten,LOC,0.09999999999999999,0.0,de,7
Charkiw,Charkiw,LOC,0.42857142857142855,0.14285714285714285,de,7
Irland,Irland,LOC,-0.42857142857142855,0.0,de,7
US-Präsident,US-Präsident,LOC,0.007142857142857165,0.10714285714285714,de,7
Thüringen,Thüringen,LOC,-0.14285714285714285,0.14285714285714285,de,7
Schweden,Schweden,LOC,0.09999999999999999,0.0,de,7
Sinterklaas,Sinterklaas,LOC,0.0,0.0,de,7
Ostseeküste,Ostseeküste,LOC,-0.2642857142857143,0.0,de,7
Preisbremse,Preisbremse,LOC,0.05714285714285713,0.14285714285714285,de,7
Essen,Essen,LOC,-0.14285714285714285,0.0,de,7
Mexiko,Mexiko,LOC,0.09999999999999999,0.0,de,7
Cherson,Cherson,LOC,-0.2333333333333333,0.0,de,6
Energiepreispauschale,Energiepreispauschale,LOC,0.0,0.5,de,6
Gaseinkauf,Gaseinkauf,LOC,-0.39999999999999997,0.0,de,6
Portugal,Portugal,LOC,0.16666666666666666,0.0,de,6
NRW,NRW,LOC,-0.025000000000000005,0.3333333333333333,de,6
Warmwasser,Warmwasser,LOC,0.7000000000000001,0.0,de,6
Leipzig,Leipzig,LOC,0.0,0.0,de,6
britische Regierung,britische Regierung,LOC,0.0,0.0,de,6
London,London,LOC,-0.14166666666666666,0.16666666666666666,de,6
Prag,Prag,LOC,0.11666666666666665,0.0,de,6
Tirol,Tirol,LOC,0.0,0.0,de,6
Luxemburg.,Luxemburg.,LOC,0.0,0.0,de,6
Los Angeles,Los Angeles,LOC,-0.09444444444444444,0.05555555555555555,de,6
Chinas,Chinas,LOC,-0.11666666666666665,0.16666666666666666,de,6
Stromausfällen,Stromausfällen,LOC,-0.3138888888888889,0.0,de,6
Pyrenäen,Pyrenäen,LOC,0.0,0.0,de,6
Saporischschja,Saporischschja,LOC,-0.25,0.25,de,6
Ukraine-Krieg,Ukraine-Krieg,LOC,-0.11666666666666665,0.0,de,6
Lustenau,Lustenau,LOC,0.0,0.0,de,5
Brüsseler,Brüsseler,LOC,0.27999999999999997,0.0,de,5
Bayerns,Bayerns,LOC,-0.4866666666666667,0.0,de,5
Erde,Erde,LOC,0.0,0.0,de,5
Nord Stream,Nord Stream,LOC,0.0,0.0,de,5
Sachsen,Sachsen,LOC,0.27999999999999997,0.2,de,5
Deutschland?,Deutschland?,LOC,-0.2,0.0,de,5
Moldawien,Moldawien,LOC,0.13999999999999999,0.0,de,5
Oberösterreich,Oberösterreich,LOC,0.1,0.1,de,5
LNG-Terminals,LNG-Terminals,LOC,-0.33999999999999997,0.0,de,5
Spaniens,Spaniens,LOC,0.0,0.2,de,5
Kanada,Kanada,LOC,0.16999999999999998,0.0,de,5
Neckarwestheim 2,Neckarwestheim 2,LOC,0.0,0.0,de,5
Paris.,Paris.,LOC,0.27999999999999997,0.0,de,5
Niederlande,Niederlande,LOC,-0.2,0.0,de,5
NÃ¼rnberg,NÃ¼rnberg,LOC,-0.27999999999999997,0.0,de,5
Belgien,Belgien,LOC,-0.47000000000000003,0.0,de,5
Berlin-Hamburg,Berlin-Hamburg,LOC,-0.4,0.2,de,5
Estland,Estland,LOC,-0.33999999999999997,0.0,de,5
Brunsbüttel.,Brunsbüttel.,LOC,0.0,0.0,de,4
Nord-Stream-Pipelines,Nord-Stream-Pipelines,LOC,0.0,0.75,de,4
Landkreis Ebersberg,Landkreis Ebersberg,LOC,0.0,1.0,de,4
Bornholm,Bornholm,LOC,0.0,0.0,de,4
Salzburg,Salzburg,LOC,0.0,0.0,de,4
Speicherverband,Speicherverband,LOC,1.0,0.0,de,4
Baden-Württemberg,Baden-Württemberg,LOC,-0.175,0.0,de,4
Teheran,Teheran,LOC,-0.5,0.0,de,4
Fracking-Methode,Fracking-Methode,LOC,0.35,0.0,de,4
Schiefergestein,Schiefergestein,LOC,0.35,0.0,de,4
Mitteldeutschland,Mitteldeutschland,LOC,0.25,0.0,de,4
Medizinischen Katastrophen-Hilfswerks,Medizinischen Katastrophen-Hilfswerks,LOC,0.0,0.0,de,4
Rheinland-Pfalz,Rheinland-Pfalz,LOC,0.0,0.25,de,4
Stadt Dachau,Stadt Dachau,LOC,0.0,0.0,de,4
Bundesweit,Bundesweit,LOC,-0.5249999999999999,0.0,de,4
Abwehrschirm,Abwehrschirm,LOC,0.675,0.0,de,4
Österreichs,Österreichs,LOC,-0.38749999999999996,0.0,de,4
MÃ¼nchner,MÃ¼nchner,LOC,0.0,0.0,de,4
Corona-Pause,Corona-Pause,LOC,0.0,0.0,de,4
Finnland,Finnland,LOC,0.0,0.0,de,4
Stadt Wien,Stadt Wien,LOC,0.175,0.0,de,4
Stade,Stade,LOC,-0.2125,0.0,de,4
Bundeswirtschaftsminister,Bundeswirtschaftsminister,LOC,0.25,0.25,de,4
Ungarn,Ungarn,LOC,0.0,0.5,de,4
Landes,Landes,LOC,-0.325,0.0,de,4
Israel,Israel,LOC,0.09999999999999998,0.0,de,4
Marokko,Marokko,LOC,0.175,0.0,de,4
Bulgarien,Bulgarien,LOC,0.35,0.0,de,4
Kalte,Kalte,LOC,-0.4791666666666667,0.0,de-DE,4
Fracking-Gas,Fracking-Gas,LOC,0.675,0.25,de,4
Bundes,Bundes,LOC,0.0,0.0,de,4
Knappes,Knappes,LOC,0.0,0.0,de,4
Rehden,Rehden,LOC,0.0,0.0,de,4
US-Millionenstadt,US-Millionenstadt,LOC,-0.14166666666666666,0.08333333333333333,de,4
Haidach,Haidach,LOC,0.0,0.0,de,4
Freistaat,Freistaat,LOC,0.0,0.5,de,4
Brandenburg.,Brandenburg.,LOC,-0.125,0.375,de,4
Landkreis Ebersberg.,Landkreis Ebersberg.,LOC,0.0,0.0,de,4
Lützerath.,Lützerath.,LOC,-0.5,0.0,de,4
MV,MV,LOC,0.0,0.0,de,4
Grippe-Saison,Grippe-Saison,LOC,0.175,0.0,de,4
Vorarlberg,Vorarlberg,LOC,0.0,0.25,de,4
Thüringens,Thüringens,LOC,0.0,0.25,de,4
Dresden,Dresden,LOC,-0.5,0.0,de,4
eO,eO,LOC,0.5,0.0,de,4
Holländische Viertel,Holländische Viertel,LOC,0.0,0.0,de,4
Braunkohlekraftwerk Jänschwalde,Braunkohlekraftwerk Jänschwalde,LOC,0.0,0.0,de,4
Nord-Stream-Lecks,Nord-Stream-Lecks,LOC,0.0,0.25,de,4
Alster,Alster,LOC,0.0,0.0,de,4
Gaspreisbremse.,Gaspreisbremse.,LOC,0.0,0.0,de,4
Milliardenhöhe,Milliardenhöhe,LOC,0.0,0.0,de,4
Flüssiggasterminals,Flüssiggasterminals,LOC,0.16666666666666666,0.16666666666666666,de,3
Gas-Lieferungen,Gas-Lieferungen,LOC,0.0,0.0,de,3
Usbekistan,Usbekistan,LOC,-0.6666666666666666,0.0,de,3
Vorachstraße,Vorachstraße,LOC,0.0,0.0,de,3
Krankenhäusern.,Krankenhäusern.,LOC,-0.6666666666666666,0.0,de,3
Holbæk,Holbæk,LOC,-0.5666666666666667,0.0,de,3
Iberischen Halbinsel,Iberischen Halbinsel,LOC,0.6999999999999998,0.0,de,3
Straße,Straße,LOC,-0.6166666666666666,0.0,de,3
Pakistan,Pakistan,LOC,0.2333333333333333,0.1111111111111111,de,3
Støre,Støre,LOC,0.0,0.0,de,3
Wärmestuben,Wärmestuben,LOC,0.0,0.0,de,3
Bundesnetzagentur,Bundesnetzagentur,LOC,0.0,0.0,de,3
Schweizerinnen,Schweizerinnen,LOC,-0.5,0.5,de,3
Umweltbundesamt,Umweltbundesamt,LOC,0.3333333333333333,0.0,de,3
Main-Donau-Kanal,Main-Donau-Kanal,LOC,0.0,0.0,de,3
Krim,Krim,LOC,-0.3333333333333333,0.0,de,3
Leichenspürhunde,Leichenspürhunde,LOC,0.0,0.0,de,3
Glatteis.,Glatteis.,LOC,-0.38888888888888884,0.0,de,3
Deutschlandweit,Deutschlandweit,LOC,0.13999999999999999,0.0,de,3
Kinderstationen,Kinderstationen,LOC,-0.1777777777777778,0.0,de,3
Marathonverhandlungen,Marathonverhandlungen,LOC,0.0,0.0,de,3
Brasilien,Brasilien,LOC,0.0,0.0,de,3
COP27,COP27,LOC,0.6999999999999998,0.0,de,3
Ebersberg,Ebersberg,LOC,0.0,0.0,de,3
Wilhelmshaven.,Wilhelmshaven.,LOC,0.3333333333333333,0.0,de,3
Mittwoch.,Mittwoch.,LOC,0.3333333333333333,0.0,de,3
Unterhachinger,Unterhachinger,LOC,0.3499999999999999,0.5,de,3
Gaspreisbremse:,Gaspreisbremse:,LOC,0.0,0.0,de,3
Privacy Center,Privacy Center,LOC,0.0,0.0,de,3
Doha,Doha,LOC,0.2333333333333333,0.0,de,3
Russland?,Russland?,LOC,0.0,0.0,de,3
Republik Moldau,Republik Moldau,LOC,0.0,0.0,de,3
Pankows,Pankows,LOC,-0.3333333333333333,0.0,de,3
EU-Land,EU-Land,LOC,0.0,0.0,de,3
Länderkammer,Länderkammer,LOC,0.0,0.0,de,3
Briten,Briten,LOC,-0.2333333333333333,0.0,de,3
Marseille,Marseille,LOC,0.2333333333333333,0.0,de,3
Bundesamt,Bundesamt,LOC,-0.2333333333333333,0.0,de,3
Frankfurt/Main,Frankfurt/Main,LOC,0.0,0.0,de,3
Ortenaukreis: Gas,Ortenaukreis: Gas,LOC,0.0,0.0,de,3
Büttelborn,Büttelborn,LOC,0.0,0.0,de,3
Irlands,Irlands,LOC,0.0,0.0,de,3
Leyen,Leyen,LOC,0.4666666666666666,0.0,de,3
Fernwärmegeschäft,Fernwärmegeschäft,LOC,-0.2333333333333333,0.0,de,3
Bezirk Pankow,Bezirk Pankow,LOC,0.0,0.3333333333333333,de,3
Schwedens,Schwedens,LOC,0.0,0.0,de,3
Brandenburger Straße,Brandenburger Straße,LOC,0.0,0.3333333333333333,de,3
Sauerland,Sauerland,LOC,0.0,0.0,de,3
Hamburg.,Hamburg.,LOC,0.0,0.3333333333333333,de,3
Energie-Infrastruktur,Energie-Infrastruktur,LOC,0.0,0.0,de,3
Mexikos,Mexikos,LOC,0.0,0.0,de,3
Landkreis München,Landkreis München,LOC,-0.2333333333333333,0.0,de,3
Düsseldorf.,Düsseldorf.,LOC,0.0,0.0,de,3
Mailand,Mailand,LOC,0.2333333333333333,0.0,de,3
Schleswig-Holsteins,Schleswig-Holsteins,LOC,-0.2333333333333333,0.0,de,3
Warntag,Warntag,LOC,0.0,0.0,de,3
Brandenburgs,Brandenburgs,LOC,0.3333333333333333,0.0,de,3
Königsdorf,Königsdorf,LOC,-0.3333333333333333,0.0,de,3
EU-Staaten,EU-Staaten,LOC,-0.2333333333333333,0.0,de,3
Russen,Russen,LOC,0.4333333333333333,0.0,de,3
Bundesgerichtshofs,Bundesgerichtshofs,LOC,0.2333333333333333,0.0,de,3
BGH,BGH,LOC,0.2333333333333333,0.0,de,3
Land Brandenburg,Land Brandenburg,LOC,-1.0,0.0,de,3
Behördenangaben,Behördenangaben,LOC,0.3,0.16666666666666666,de,3
Lauterbach,Lauterbach,LOC,-0.3333333333333333,0.0,de,3
Saudi-Arabien,Saudi-Arabien,LOC,0.26666666666666666,0.13333333333333333,de,3
Spaniens Küste,Spaniens Küste,LOC,-0.05000000000000001,0.0,de,3
Hamburgs,Hamburgs,LOC,-0.6666666666666666,0.0,de,3
Grippefälle,Grippefälle,LOC,0.0,0.3333333333333333,de,3
Corona-Zahlen,Corona-Zahlen,LOC,0.0,0.0,de,3
Flüssiggaslieferungen,Flüssiggaslieferungen,LOC,0.0,0.0,de,3
Rügen,Rügen,LOC,-1.0,0.0,de,3
Mainz,Mainz,LOC,-0.3333333333333333,0.0,de,3
Berliner Pfaueninsel,Berliner Pfaueninsel,LOC,0.0,0.0,de,3
Stockelsdorf,Stockelsdorf,LOC,0.2333333333333333,0.0,de,3
Gaspipelines,Gaspipelines,LOC,0.2333333333333333,0.0,de,3
Potsdam.,Potsdam.,LOC,0.0,0.0,de,3
Preisdeckeln,Preisdeckeln,LOC,0.2333333333333333,0.0,de,3
Mittelmeer,Mittelmeer,LOC,0.2333333333333333,0.0,de,3
Steiermark,Steiermark,LOC,0.4666666666666666,0.0,de,3
Schloss Pfaueninsel,Schloss Pfaueninsel,LOC,0.0,0.0,de,3
Südafrikas,Südafrikas,LOC,0.0,0.0,de,3
Klimaschutz-Bekenntnis,Klimaschutz-Bekenntnis,LOC,-0.7,0.0,de,2
AKW-Laufzeiten,AKW-Laufzeiten,LOC,0.0,0.0,de,2
Katars,Katars,LOC,0.0,0.0,de,2
Energie-Preise,Energie-Preise,LOC,-0.15000000000000002,0.0,de,2
Dresdner,Dresdner,LOC,0.0,0.0,de,2
Rutsche,Rutsche,LOC,0.0,0.0,de,2
Einsparpotenzial,Einsparpotenzial,LOC,0.0,0.0,de,2
Kraftwerks Emsland,Kraftwerks Emsland,LOC,0.5,0.0,de,2
Gaspreisdeckel.,Gaspreisdeckel.,LOC,0.0,0.0,de,2
Planegg,Planegg,LOC,0.0,0.0,de,2
St. Petersburg,St. Petersburg,LOC,0.425,0.0,de,2
Indonesien,Indonesien,LOC,0.25,0.125,de,2
Hessen.,Hessen.,LOC,0.0,0.0,de,2
Kernkraftwerks Isar,Kernkraftwerks Isar,LOC,0.0,0.4,de,2
Kopernikus-Projekt Ariadne,Kopernikus-Projekt Ariadne,LOC,0.0,0.0,de,2
Warschau,Warschau,LOC,0.0,0.0,de,2
Braunkohletagebau Garzweiler II,Braunkohletagebau Garzweiler II,LOC,0.0,0.0,de,2
Wochenvergleich,Wochenvergleich,LOC,0.0,0.0,de,2
Hagen,Hagen,LOC,-1.0,0.0,de,2
Katar.,Katar.,LOC,0.0,0.0,de,2
Wasserfreunde Spandau,Wasserfreunde Spandau,LOC,-1.0,0.0,de,2
Sauna,Sauna,LOC,0.0,0.0,de,2
Norwegens,Norwegens,LOC,0.0,0.0,de,2
Reinickendorf,Reinickendorf,LOC,0.0,0.0,de,2
Entlastungspaket,Entlastungspaket,LOC,0.175,0.25,de,2
Nordrhein-Westfalen.,Nordrhein-Westfalen.,LOC,0.0,0.0,de,2
Mexico,Mexico,LOC,0.0,0.0,de,2
Münchens,Münchens,LOC,0.0,0.0,de,2
Stadt Offenbach,Stadt Offenbach,LOC,0.0,0.0,de,2
Senegal,Senegal,LOC,0.0,0.0,de,2
Nordmeer.,Nordmeer.,LOC,0.0,0.0,de,2
Gases,Gases,LOC,0.0,0.0,de,2
Nikolaus-Tag,Nikolaus-Tag,LOC,-1.0,0.0,de,2
Lingen,Lingen,LOC,0.7749999999999999,0.0,de,2
Kohleausstiegs,Kohleausstiegs,LOC,0.7,0.0,de,2
Illerkirchberg,Illerkirchberg,LOC,-0.5,0.0,de,2
Unisex-Parfum,Unisex-Parfum,LOC,0.0,0.0,de,2
Fälschung von Corona-Impfbescheinigungen,Fälschung von Corona-Impfbescheinigungen,LOC,0.0,0.0,de,2
Mond,Mond,LOC,0.0,0.0,de,2
Mars,Mars,LOC,0.0,0.0,de,2
AKW Tricastin,AKW Tricastin,LOC,0.0,0.0,de,2
Leer: Nikolaus,Leer: Nikolaus,LOC,-1.0,0.0,de,2
Kirche: Bistümer,Kirche: Bistümer,LOC,0.0,0.0,de,2
Ostsee-Insel,Ostsee-Insel,LOC,0.0,0.0,de,2
Limmathaus,Limmathaus,LOC,-0.85,0.0,de,2
Weener,Weener,LOC,-1.0,0.0,de,2
Landkreis Leer),Landkreis Leer),LOC,-1.0,0.0,de,2
Regierungsplänen,Regierungsplänen,LOC,-0.25,0.25,de,2
Agora,Agora,LOC,0.0,0.0,de,2
Pankow,Pankow,LOC,0.0,0.0,de,2
Deutschland  ,Deutschland  ,LOC,-0.23333333333333334,0.0,de,2
Frieren,Frieren,LOC,-0.45,0.125,de,2
Airbnb,Airbnb,LOC,0.0,0.0,de,2
Theranos Anleger,Theranos Anleger,LOC,0.0,0.0,de,2
Mehrparteienhäusern,Mehrparteienhäusern,LOC,0.0,0.0,de,2
Münsterland,Münsterland,LOC,0.0,0.0,de,2
Dampierre,Dampierre,LOC,0.0,0.0,de,2
Landes Berlin am,Landes Berlin am,LOC,0.0,0.0,de,2
Staat Bürgerinnen und Bürger,Staat Bürgerinnen und Bürger,LOC,0.7,0.0,de,2
Standorterhalt,Standorterhalt,LOC,0.0,0.0,de,2
Grippewelle,Grippewelle,LOC,0.0,0.0,de,2
Neuried,Neuried,LOC,0.0,0.0,de,2
Ortenaukreis,Ortenaukreis,LOC,0.0,0.0,de,2
A9,A9,LOC,0.7,0.0,de,2
Maskentragen,Maskentragen,LOC,0.0,0.0,de,2
Starnberger,Starnberger,LOC,0.0,1.0,de,2
Neujahr,Neujahr,LOC,-0.35,0.0,de,2
Gas-Fracking,Gas-Fracking,LOC,0.0,0.0,de,2
St. Marien in,St. Marien in,LOC,0.0,0.0,de,2
Energiepreisbremse,Energiepreisbremse,LOC,0.0,0.0,de,2
Discounter Lidl,Discounter Lidl,LOC,0.0,0.0,de,2
Kiews,Kiews,LOC,0.5,0.0,de,2
Kneitinger,Kneitinger,LOC,0.0,0.0,de,2
Regensburger,Regensburger,LOC,0.0,0.0,de,2
Tuvalu,Tuvalu,LOC,0.35,0.0,de,2
Landkreises Fürstenfeldbruck,Landkreises Fürstenfeldbruck,LOC,0.7,0.0,de,2
Scharm el-Scheich,Scharm el-Scheich,LOC,0.7,0.0,de,2
Inflationstreibern,Inflationstreibern,LOC,0.0,0.0,de,2
Obdachlosigkeiten,Obdachlosigkeiten,LOC,0.7,0.0,de,2
Emirats,Emirats,LOC,0.0,0.0,de,2
Transnisitrien,Transnisitrien,LOC,0.0,0.0,de,2
Brandenburger,Brandenburger,LOC,0.0,1.0,de,2
Genderstern,Genderstern,LOC,0.0,0.5,de,2
Lieferkürzungen,Lieferkürzungen,LOC,-1.0,0.0,de,2
Tölzer Stadtklinik,Tölzer Stadtklinik,LOC,-0.7,0.0,de,2
Flughafen-Gelände,Flughafen-Gelände,LOC,0.0,0.0,de,2
Landesuntersuchungsamt,Landesuntersuchungsamt,LOC,0.0,0.0,de,2
Deutschland:,Deutschland:,LOC,0.0,0.0,de,2
St…,St…,LOC,0.0,0.5,de,2
Afrikas,Afrikas,LOC,0.35,0.0,de,2
Baden-Württemberger,Baden-Württemberger,LOC,0.0,0.0,de,2
Energiekrise.,Energiekrise.,LOC,0.0,0.0,de,2
Kirchhain,Kirchhain,LOC,0.0,0.0,de,2
Hannover,Hannover,LOC,0.0,0.0,de,2
Kroatien,Kroatien,LOC,0.0,0.0,de,2
Corona-Regeln,Corona-Regeln,LOC,0.35,0.0,de,2
EU-Kommissionschefin,EU-Kommissionschefin,LOC,0.0,0.0,de,2
Schleswig-Holstein,Schleswig-Holstein,LOC,0.35,0.0,de,2
Vormarsch.,Vormarsch.,LOC,0.0,0.5,de,2
Ulan,Ulan,LOC,-1.0,0.0,de,2
Statistischen Bundesamt,Statistischen Bundesamt,LOC,0.0,0.0,de,2
Rijeka,Rijeka,LOC,0.0,0.0,de,2
EU-Gipfels,EU-Gipfels,LOC,0.35,0.0,de,2
Brüssel:,Brüssel:,LOC,0.0,0.0,de,2
Gasterminals.,Gasterminals.,LOC,1.0,0.0,de,2
Nord-,Nord-,LOC,0.0,0.0,de,2
Franken,Franken,LOC,0.5,0.0,de,2
Bundesnetzagentur-Präsident,Bundesnetzagentur-Präsident,LOC,-0.3333333333333333,0.0,de,2
Koblenz,Koblenz,LOC,0.0,0.0,de,2
britischen Regierung,britischen Regierung,LOC,0.0,0.0,de,2
Lindner,Lindner,LOC,0.35,0.5,de,2
Sinopec,Sinopec,LOC,0.35,0.0,de,2
"REYKJAVÍK, Island","REYKJAVÍK, Island",LOC,0.0,0.0,de,2
Salzgitter,Salzgitter,LOC,0.0,0.0,de,2
Heizen,Heizen,LOC,0.0,0.0,de,2
Schwerin/Karlsruhe.,Schwerin/Karlsruhe.,LOC,0.0,0.0,de,2
Provinz Henan,Provinz Henan,LOC,0.0,0.0,de,2
Borkum,Borkum,LOC,0.09999999999999998,0.0,de,2
Freisinger,Freisinger,LOC,0.0,0.0,de,2
Stromerzeugungsquelle,Stromerzeugungsquelle,LOC,0.0,0.0,de,2
Oslo,Oslo,LOC,0.0,0.0,de,2
Hessen?,Hessen?,LOC,0.0,0.0,de,2
Kasseler,Kasseler,LOC,0.35,0.0,de,2
Stadt Zürich,Stadt Zürich,LOC,0.0,0.0,de,2
Wowtschansk,Wowtschansk,LOC,0.15000000000000002,0.0,de,2
Satellitentelefone,Satellitentelefone,LOC,0.0,0.0,de,2
Notstrom-Lastwagen.,Notstrom-Lastwagen.,LOC,0.0,0.0,de,2
Landtag,Landtag,LOC,0.0,0.0,de,2
Fensternähe.,Fensternähe.,LOC,-0.7,0.0,de,2
Fracking-Tabu,Fracking-Tabu,LOC,0.0,0.0,de,2
Bund-Länder-Gipfel,Bund-Länder-Gipfel,LOC,0.7,0.0,de,2
Klima-Podcast,Klima-Podcast,LOC,0.0,0.0,de,2
