,phrase,label,sentiment,subjectivity,language,count
Sicherheitsdefizite,Sicherheitsdefizite,PER,0.0,0.0,de,1
ku…,ku…,PER,0.0,0.0,de,1
Fatih Birol.,Fatih Birol.,PER,0.0,0.0,de,1
Philipp Pausder,Philipp Pausder,PER,0.0,0.0,de,1
Bernd Riegert,Bernd Riegert,PER,0.0,0.0,de,1
veuu Oeu Bleup…,veuu Oeu Bleup…,PER,0.0,0.0,de,1
pel Pealltt,pel Pealltt,PER,0.0,0.0,de,1
Frans de Waal,Frans de Waal,PER,-0.15000000000000002,0.0,de,1
Karl Lauterbach,Karl Lauterbach,PER,0.0,0.0,de,1
Hokchi,Hokchi,PER,0.0,0.0,de,1
peuu tlupel el lku,peuu tlupel el lku,PER,0.0,0.0,de,1
Puttle,Puttle,PER,0.0,0.0,de,1
Martin Brudermüller.,Martin Brudermüller.,PER,0.7,0.0,de,1
Ernst,Ernst,PER,0.0,0.0,de,1
Macrons,Macrons,PER,0.0,0.0,de,1
Franziska Schütze.,Franziska Schütze.,PER,0.0,0.0,de,1
jÃ¤hrlich,jÃ¤hrlich,PER,0.2333333333333333,0.6,de,1
Uniper,Uniper,PER,1.0,0.0,de,1
Energiekrise: Habeck,Energiekrise: Habeck,PER,-0.7,0.0,de,1
Pleuupluttolelpe ueek peO,Pleuupluttolelpe ueek peO,PER,0.0,0.0,de,1
Bel enluoolpeke,Bel enluoolpeke,PER,0.0,0.0,de,1
tesi,tesi,PER,0.0,0.0,de,1
Preissturz,Preissturz,PER,0.0,0.0,de,1
Jinshi,Jinshi,PER,0.0,0.0,de,1
Katharina Fegebank,Katharina Fegebank,PER,0.7,0.0,de,1
Andreas Dressel,Andreas Dressel,PER,0.7,0.0,de,1
Oskar Kokoschk…,Oskar Kokoschk…,PER,0.0,0.0,de,1
Jörg Geiger,Jörg Geiger,PER,-0.15000000000000002,0.0,de,1
"Florian Gaertner
Der","Florian Gaertner
Der",PER,0.0,0.0,de,1
Adobe-User,Adobe-User,PER,0.0,0.0,de,1
Pantone-Farbpaletten,Pantone-Farbpaletten,PER,-0.15000000000000002,0.0,de,1
Fracking-VorstoÃŸ,Fracking-VorstoÃŸ,PER,0.7,0.0,de,1
Günter Steinbauer: Wir,Günter Steinbauer: Wir,PER,-1.0,0.0,de,1
Standortgarantie,Standortgarantie,PER,0.0,0.0,de,1
Josef Niedermaier,Josef Niedermaier,PER,0.0,0.0,de,1
Rainer Dulger,Rainer Dulger,PER,-0.7,0.0,de,1
Rainer Dulger.,Rainer Dulger.,PER,-0.35,0.5,de,1
Rentensystem,Rentensystem,PER,0.0,0.0,de,1
Energie-Beratungsbedarf,Energie-Beratungsbedarf,PER,0.0,0.0,de,1
Bundeseigener,Bundeseigener,PER,1.0,0.0,de,1
LaufzeitverlÃ¤ngerung,LaufzeitverlÃ¤ngerung,PER,0.0,0.0,de,1
Chemie-Präsident Markus,Chemie-Präsident Markus,PER,0.7,0.0,de,1
Jennifer Granholm,Jennifer Granholm,PER,0.0,0.0,de,1
Kamala Harris,Kamala Harris,PER,0.0,0.0,de,1
"Marvin «Tom» Nissen, mit de…","Marvin «Tom» Nissen, mit de…",PER,0.0,0.0,de,1
John L. Lotter,John L. Lotter,PER,0.0,0.0,de,1
Brandon Teena,Brandon Teena,PER,0.0,0.0,de,1
Lässt,Lässt,PER,0.0,0.0,de,1
Agnès Pannier-Runacher,Agnès Pannier-Runacher,PER,1.0,0.0,de,1
Vu kehl ep?,Vu kehl ep?,PER,0.0,0.0,de,1
Inflationsprämie,Inflationsprämie,PER,-0.7,0.0,de,1
Anwältin,Anwältin,PER,-0.7,0.0,de,1
Hauptrefinanâ€¦,Hauptrefinanâ€¦,PER,0.0,0.0,de,1
Christine Lagarde,Christine Lagarde,PER,0.85,0.0,de,1
Johanna Mikl-Leitner,Johanna Mikl-Leitner,PER,0.7,0.0,de,1
Piero Nigro/aa.photo/IMAGO,Piero Nigro/aa.photo/IMAGO,PER,0.15000000000000002,0.0,de,1
Geübt,Geübt,PER,0.0,0.0,de,1
Peter Sonnenberg.</em,Peter Sonnenberg.</em,PER,0.0,0.0,de,1
Gabor Steinga…,Gabor Steinga…,PER,0.0,0.0,de,1
Thomas Matussek.,Thomas Matussek.,PER,0.0,0.0,de,1
Vll plup,Vll plup,PER,0.0,0.0,de,1
Gastautor G…,Gastautor G…,PER,0.0,0.0,de,1
Patrick Rothkop…,Patrick Rothkop…,PER,0.0,0.0,de,1
Charles Michel,Charles Michel,PER,0.0,0.0,de,1
Le Maire,Le Maire,PER,0.0,0.0,de,1
Bruno Le Maire,Bruno Le Maire,PER,0.0,0.0,de,1
Truss,Truss,PER,0.7999999999999999,0.0,de,1
Liz Truss,Liz Truss,PER,0.7999999999999999,0.0,de,1
Selenskij Infrastrukturhilfe,Selenskij Infrastrukturhilfe,PER,0.0,0.0,de,1
Verhaltensökonom Christian Chlupsa.,Verhaltensökonom Christian Chlupsa.,PER,0.0,0.0,de,1
Klimaschutzministerin,Klimaschutzministerin,PER,0.0,0.0,de,1
Klimaschutzministerium.,Klimaschutzministerium.,PER,0.5,0.5,de,1
Ursula von der Ley…,Ursula von der Ley…,PER,0.0,0.0,de,1
Läutet,Läutet,PER,0.0,0.0,de,1
Freitag: Dicke Luft,Freitag: Dicke Luft,PER,0.7,0.0,de,1
Gasag-Übernahme von Vattenfall:,Gasag-Übernahme von Vattenfall:,PER,0.0,0.0,de,1
Waisen h…,Waisen h…,PER,-0.9,0.0,de,1
Vattenfalls Fernwärmegeschäft.,Vattenfalls Fernwärmegeschäft.,PER,0.0,0.0,de,1
"Holger Dyroff,","Holger Dyroff,",PER,0.7,0.0,de,1
Ampel-Politiker,Ampel-Politiker,PER,0.0,0.0,de,1
"Wolfgang Fritz,","Wolfgang Fritz,",PER,0.0,0.0,de,1
John Pettigre…,John Pettigre…,PER,-0.7,0.0,de,1
Geplante Strompreisbremse,Geplante Strompreisbremse,PER,0.0,0.0,de,1
"Dr. Frank Umbach,","Dr. Frank Umbach,",PER,0.35,0.5,de,1
Jens Thurau.,Jens Thurau.,PER,0.0,0.0,de,1
groÃŸem Druck,groÃŸem Druck,PER,0.0,0.0,de,1
ğŸ�™ï¸�,ğŸ�™ï¸�,PER,0.0,0.0,de,1
Einver…,Einver…,PER,0.0,0.0,de,1
EU-Kolumne: Lasst,EU-Kolumne: Lasst,PER,0.0,0.0,de,1
Mann,Mann,PER,-1.0,0.0,de,1
Preisdeckel,Preisdeckel,PER,0.0,0.0,de,1
Wüst,Wüst,PER,-1.0,0.0,de,1
Energiepreisbremse.,Energiepreisbremse.,PER,0.0,0.0,de,1
Philip Kuntschner.</em,Philip Kuntschner.</em,PER,0.0,0.0,de,1
Ministerpräsidentenkonferenz,Ministerpräsidentenkonferenz,PER,-1.0,0.0,de,1
Witwen,Witwen,PER,-0.9,0.0,de,1
Sören P…,Sören P…,PER,0.0,0.0,de,1
Anschlussverträge,Anschlussverträge,PER,0.0,0.0,de,1
"Jacek Sasin,","Jacek Sasin,",PER,0.0,0.0,de,1
Marie-Agnes Strack-Zimmer…,Marie-Agnes Strack-Zimmer…,PER,-0.7,0.0,de,1
Strack-Zimmermann,Strack-Zimmermann,PER,0.0,0.0,de,1
Baden-Württemberg: Lehrerin,Baden-Württemberg: Lehrerin,PER,-0.7,0.0,de,1
Wepa-Chef Martin Krengel,Wepa-Chef Martin Krengel,PER,0.7,0.0,de,1
Toilettenpapier-Gigant Wepa,Toilettenpapier-Gigant Wepa,PER,0.0,1.0,de,1
Tiefster,Tiefster,PER,0.0,0.0,de,1
Isabella,Isabella,PER,0.0,0.0,de,1
FOCUS-online-Autor Christo,FOCUS-online-Autor Christo,PER,0.0,0.0,de,1
Jens Spahn,Jens Spahn,PER,0.0,0.0,de,1
Robert Habeck:,Robert Habeck:,PER,0.0,0.0,de,1
Rolf Mützenich,Rolf Mützenich,PER,0.7,0.0,de,1
Geplante Gaspreisbremse,Geplante Gaspreisbremse,PER,0.0,0.0,de,1
Michael Kretschmer.,Michael Kretschmer.,PER,-0.7,0.0,de,1
Energieve…,Energieve…,PER,0.0,0.0,de,1
plekele Ptleluellue…,plekele Ptleluellue…,PER,0.0,0.0,de,1
Vup otoletlek,Vup otoletlek,PER,0.0,0.0,de,1
Pnek PlluO,Pnek PlluO,PER,0.0,0.0,de,1
Beekunuaeu peeekteu,Beekunuaeu peeekteu,PER,0.0,0.0,de,1
Öl-Heizkessel,Öl-Heizkessel,PER,1.0,0.0,de,1
Franz Xaver Peteranderl,Franz Xaver Peteranderl,PER,0.0,0.0,de,1
Franz Xaver PeteranderlDer,Franz Xaver PeteranderlDer,PER,0.0,0.0,de,1
Lars Klingbeil…,Lars Klingbeil…,PER,0.0,0.0,de,1
Ema,Ema,PER,1.0,0.0,de,1
Stiko,Stiko,PER,0.0,0.0,de,1
Stephan Weil.,Stephan Weil.,PER,0.0,0.0,de,1
Christoph Ploß warnt,Christoph Ploß warnt,PER,-0.7,0.0,de,1
