index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.faz.net/aktuell/politik/krieg-in-nahost/liveticker-zum-krieg-in-nahost-funde-moeglicher-toter-geiseln-befeuern-wut-auf-regierung-faz-19589481.html,https://www.faz.net/aktuell/politik/krieg-in-nahost/liveticker-zum-krieg-in-nahost-funde-moeglicher-toter-geiseln-befeuern-wut-auf-regierung-faz-19589481.html,0,www.faz.net,Liveblog zum Krieg in Nahost: Funde möglicher toter Geiseln befeuern Wut auf Regierung,Tausende Israelis demonstrieren für Geisel-Deal +++ Israelischer Soldat im Westjordanland getötet +++ 640.000 Kinder im Gazastreifen sollen gegen Polio geimpft werden +++ alle Entwicklungen im Liveblog,https://media0.faz.net/ppmedia/aktuell/politik/402854594/1.9955376/facebook_teaser/israelische-demonstranten.jpg,2024-09-01T03:40:10Z,,"Israels Armee hat nach eigenen Angaben einen ranghohen Kommandeur der Hamas in Dschenin im besetzten Westjordanland getötet. Während der Operation der IDF, des Shin Bet und des MGB in Nordsamaria ide… [+1416 chars]",,de,'Kinder'
https://www.zeit.de/2024/37/deutsch-als-zweitsprache-unterricht-gefluechtete-kinder-lehrkraefte,https://www.zeit.de/2024/37/deutsch-als-zweitsprache-unterricht-gefluechtete-kinder-lehrkraefte,0,www.zeit.de,DaZ-Unterricht für geflüchtete Kinder: Bringt ihnen unsere Sprache bei – und zwar richtig!,"Bevor geflüchtete Kinder in den normalen Unterricht können, müssen sie Deutsch lernen. Doch dafür gibt es kaum Lehrkräfte – weil der politische Wille fehlt.",https://img.zeit.de/2024/37/deutsch-als-zweitsprache-unterricht-gefluechtete-kinder-lehrkraefte-teaser/wide__1300x731,2024-09-01T11:12:53Z,,"Constanze Niederhaus ist Professorin für Deutsch als Zweitsprache und Mehrsprachigkeit an der Universität Paderborn.
Mehr als 200.000 aus der Ukraine geflüchtete Schülerinnen und Schüler werden derz… [+4664 chars]",,de,'Kinder'
https://www.welt.de/sport/article253301266/Paralympics-2024-Es-hoerte-nicht-auf-zu-strampeln-schwangere-Bogenschuetzin-holt-Bronze.html,https://www.welt.de/sport/article253301266/Paralympics-2024-Es-hoerte-nicht-auf-zu-strampeln-schwangere-Bogenschuetzin-holt-Bronze.html,0,www.welt.de,„Nicht aufgehört zu strampeln“ – Im siebten Monat Schwangere holt Medaille,"Jodie Grinham schreibt Geschichte. Sie ist im siebten Monat schwanger und gewinnt eine Medaille bei den Paralympics in Paris. Ihr Start mit Baby im Bauch sieht sie als Mission, um gegen ein Stigma zu kämpfen. Was Sie ihrem Baby sagen wird, weiß sie schon.",https://img.welt.de/img/bildergalerien/mobile253300952/7917934687-ci16x9-w1200/Paris-2024-Paralympic-Games-Para-Archery.jpg,2024-09-01T13:27:09Z,https://web.archive.org/web/20240901170517/https://www.welt.de/sport/article253301266/Paralympics-2024-Es-hoerte-nicht-auf-zu-strampeln-schwangere-Bogenschuetzin-holt-Bronze.html,"Jodie Grinham schreibt Geschichte. Sie ist im siebten Monat schwanger und gewinnt eine Medaille bei den Paralympics in Paris. Ihr Start mit Baby im Bauch sieht sie als Mission, um gegen ein Stigma zu… [+3418 chars]",,de,'Schwangere'
https://www.n-tv.de/leute/buecher/Eshkol-Nevo-ueber-Trauma-und-Geschlechtergrenzen-article25161608.html,https://www.n-tv.de/leute/buecher/Eshkol-Nevo-ueber-Trauma-und-Geschlechtergrenzen-article25161608.html,0,www.n-tv.de,"""Geschichten können heilen"": Eshkol Nevo über Trauma und Geschlechtergrenzen","Eshkol Nevo erzählt in ""Trügerische Anziehung"" von drei Menschen, die Verlockungen nicht widerstehen können. Für den israelischen Autor war das Schreiben ein Ausweg aus den Lockdowns. Jetzt herrscht in seiner Heimat Krieg und Nevo nutzt sein Talent ganz ander…",https://bilder1.n-tv.de/img/incoming/crop20398204/9751328635-cImg_16_9-w1200/Eshkol-5266.jpg,2024-09-01T13:54:00Z,,Eshkol Nevo ist ein produktiver Schriftsteller. In den vergangenen Jahren hat der israelische Autor etwa alle zwei Jahre ein neues Buch in Deutschland vorgestellt. Nun sind allerdings vier Jahre verg… [+15356 chars],,de,'Geschlecht'
https://www.zeit.de/news/2024-09/01/mehrere-schwerverletzte-nach-traktorunfall-darunter-kinder,https://www.zeit.de/news/2024-09/01/mehrere-schwerverletzte-nach-traktorunfall-darunter-kinder,0,www.zeit.de,Unfälle: Mehrere Schwerverletzte nach Traktorunfall - darunter Kinder,Hier finden Sie Informationen zu dem Thema „Unfälle“. Lesen Sie jetzt „Mehrere Schwerverletzte nach Traktorunfall - darunter Kinder“.,https://img.zeit.de/news/2024-09/01/mehrere-schwerverletzte-nach-traktorunfall-darunter-kinder-image-group/wide__1300x731,2024-09-01T14:24:11Z,,Drei Kinder und eine 45 Jahre alte Frau schweben nach einem Unfall mit einem Traktor und einem Anhänger in Thüringen an der Grenze zu Hessen in Lebensgefahr. Der Traktor war bei einer privaten Tour a… [+814 chars],,de,'Kinder'
https://www.zeit.de/news/2024-09/01/who-in-drei-tagen-gut-156-000-kinder-in-gaza-impfen,https://www.zeit.de/news/2024-09/01/who-in-drei-tagen-gut-156-000-kinder-in-gaza-impfen,0,www.zeit.de,Nahost: WHO: In drei Tagen gut 156.000 Kinder in Gaza impfen,Hier finden Sie Informationen zu dem Thema „Nahost“. Lesen Sie jetzt „WHO: In drei Tagen gut 156.000 Kinder in Gaza impfen“.,https://img.zeit.de/news/2024-09/01/who-in-drei-tagen-gut-156-000-kinder-in-gaza-impfen-image-group/wide__1300x731,2024-09-01T14:51:07Z,,Unter Hochdruck hat im Gazastreifen die Impfkampagne gegen das Poliovirus begonnen. In der ersten Phase sollen im Zentrum des Küstenstreifens bis Dienstagnachmittag gut 156.000 Kinder unter zehn Jahr… [+2239 chars],,de,'Kinder'
https://www.nzz.ch/sport/weitere-sportarten/paralympics-die-trans-athletin-valentina-petrillo-befeuert-die-genderdebatte-ld.1846292,https://www.nzz.ch/sport/weitere-sportarten/paralympics-die-trans-athletin-valentina-petrillo-befeuert-die-genderdebatte-ld.1846292,0,www.nzz.ch,Die sehbehinderte Trans-Athletin Valentina Petrillo befeuert an den Paralympics die Geschlechterdebatte,"Sie hiess zunächst Fabrizio, ging gerne laufen und spielte Fussball. Nun gewinnt Valentina Petrillo als Para-Leichtathletin Medaillen bei den Frauen. Was auch in ihrem Heimatland Italien längst nicht alle gut finden.","https://img.nzz.ch/2024/09/01/e0529dac-3425-4059-9ee9-dd235420cfba.jpeg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=2123,1194,x853,y40&wmark=nzz",2024-09-02T03:30:00Z,,"Valentina Petrillo ist sportlich nicht dominant. Die 50-Jährige betont, nicht mehr die gleiche Energie zu haben wie früher.
In den Interviews, die Valentina Petrillo in den vergangenen Monaten gegeb… [+6238 chars]",,de,'Geschlecht'
https://www.zeit.de/familie/2024-08/schulstart-einschulung-kinder-tipps-eltern-grundschule,https://www.zeit.de/familie/2024-08/schulstart-einschulung-kinder-tipps-eltern-grundschule,0,www.zeit.de,Schulstart: Was wir gerne vor der Einschulung gewusst hätten,"Jeden Tag ist die beste Freundin eine andere und wer nicht aufpasst, wird Elternsprecher. 40 Tipps, wie man sich auf den ersten Schultag der Kinder vorbereitet",https://img.zeit.de/familie/2024-08/schulstart-einschulung-kinder-tipps-eltern/wide__1300x731,2024-09-02T04:04:38Z,,Zum Ende des Sommers begehen viele Kinder ihren ersten Schultag. Auch für die Eltern kann die Grundschulzeit eine große Herausforderung werden. Damit sich Väter und Mütter sich seelisch besser darauf… [+436 chars],,de,'Kinder'
https://www.zeit.de/news/2024-09/02/fuenf-schwerverletzte-bei-unfall-auf-a3-darunter-kinder,https://www.zeit.de/news/2024-09/02/fuenf-schwerverletzte-bei-unfall-auf-a3-darunter-kinder,0,www.zeit.de,Polizei: Fünf Schwerverletzte bei Unfall auf A3 - darunter Kinder,Hier finden Sie Informationen zu dem Thema „Polizei“. Lesen Sie jetzt „Fünf Schwerverletzte bei Unfall auf A3 - darunter Kinder“.,https://img.zeit.de/news/2024-09/02/fuenf-schwerverletzte-bei-unfall-auf-a3-darunter-kinder-image-group/wide__1300x731,2024-09-02T04:52:44Z,,"Fünf Menschen - darunter zwei Kleinkinder - sind bei einem Unfall auf der Autobahn 3 in Unterfranken schwer verletzt worden. Zwei Autos hatten sich bei Weibersbrunn in der Nacht überschlagen, wie ein… [+233 chars]",,de,'Kinder'
https://www.focus.de/gesundheit/ratgeber/grippe/fuer-saison-2024-25-grippe-impfstoffe-kommen-in-die-apotheke-wann-und-fuer-wen-eine-impfung-sinnvoll-ist_id_260268957.html,https://www.focus.de/gesundheit/ratgeber/grippe/fuer-saison-2024-25-grippe-impfstoffe-kommen-in-die-apotheke-wann-und-fuer-wen-eine-impfung-sinnvoll-ist_id_260268957.html,0,www.focus.de,Für Saison 2024/25 - Grippe-Impfstoffe kommen in die Apotheke - wann und für wen eine Impfung sinnvoll ist,"Deutschland bereitet sich auf die Grippe-Saison vor: Neue Impfstoffe gegen Grippe kommen in die Apotheken. FOCUS online erklärt, für wen die Impfung empfohlen wird und wann Sie Ihren Impftermin ausmachen sollten.",https://p6.focus.de/img/fotos/id_260269058/impfung.jpg?im=Crop%3D%280%2C177%2C2121%2C1060%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=4d03c0e742fd417dcdf474f5adced31c639b64e86114f52e8b2977525fdab24d,2024-09-02T06:25:03Z,https://web.archive.org/web/20240902073603/https://www.focus.de/gesundheit/ratgeber/grippe/fuer-saison-2024-25-grippe-impfstoffe-kommen-in-die-apotheke-wann-und-fuer-wen-eine-impfung-sinnvoll-ist_id_260268957.html,"Deutschland bereitet sich auf die Grippe-Saison vor: Neue Impfstoffe gegen Grippe kommen in die Apotheken. FOCUS online erklärt, für wen die Impfung empfohlen wird und wann Sie Ihren Impftermin ausma… [+3381 chars]",,de,'Schwangere'
