domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.stern.de,0.04589827960169575,0.22521303692188133,0.0709849157054126,0.13964218462200245,161.0
www.spiegel.de,0.06502455357142857,0.20722901346069728,0.10782886904761906,0.13170123050265573,160.0
www.zeit.de,0.0026129032258064505,0.14011230541848896,0.027050691244239634,0.08180589912895828,155.0
www.morgenpost.de,0.0022395347027699946,0.1483289032934643,0.09486461251167133,0.13117592470924966,102.0
www.focus.de,0.004429635642135641,0.23391786473723336,0.11025183982683982,0.1699563041187175,100.0
www.faz.net,0.03548309178743961,0.1843728371332735,0.0567615596963423,0.10312793980195573,92.0
www.n-tv.de,0.05275912579484008,0.25104774721636214,0.06632375560946989,0.12285354525504347,91.0
www.handelsblatt.com,0.08521252204585537,0.19966846529573637,0.06724514991181658,0.11598552678340704,90.0
www.welt.de,0.035041020153379704,0.2513837770583625,0.06616729088639202,0.09424715724416986,89.0
www.tagesschau.de,-0.027179309708379475,0.2457660856179055,0.06747416020671836,0.14253530569155845,86.0
www.sueddeutsche.de,0.03596008403361344,0.24079838365821055,0.07569094304388421,0.13827665993149107,85.0
www.tagesspiegel.de,0.002034868592245637,0.22752330963085354,0.1062776476710903,0.1529315777115703,61.0
www.wiwo.de,0.014897486772486765,0.2618874811132262,0.08809523809523809,0.1049025030558961,36.0
www.heise.de,0.03687675070028011,0.21506939241459497,0.022794117647058826,0.06524071019984133,34.0
www.dw.com,-0.01957245263696876,0.17391041764610693,0.04184587813620072,0.07803177930970273,31.0
orf.at,0.039940476190476186,0.23336528976179907,0.008035714285714287,0.029700333135501834,28.0
www.nzz.ch,-0.005934126984126983,0.19819839682809753,0.047325396825396826,0.07441792476161334,25.0
www.bild.de,-0.010702208419599724,0.1831510260564424,0.05507246376811594,0.12360811195498919,23.0
www.diepresse.com,0.017857142857142856,0.22782616597915592,0.07936507936507936,0.1643932245414399,21.0
taz.de,-0.04724867724867724,0.17805841358344796,0.055555555555555546,0.14272480642961252,21.0
de.rt.com,0.011758563074352546,0.13790913249524597,0.018421052631578946,0.06057714621270017,19.0
www.t-online.de,0.08555555555555555,0.1875698943801424,0.09722222222222222,0.19543398999264291,9.0
www.manager-magazin.de,-0.0017261904761904784,0.1881893224612793,0.05952380952380952,0.08247860988423225,8.0
www.giga.de,0.25246031746031744,0.19124758482115384,0.2341269841269841,0.1228688317313855,6.0
de.euronews.com,0.006944444444444441,0.061557711554701675,0.027777777777777776,0.06804138174397717,6.0
wien.orf.at,0.077,0.21247352776287215,0.13999999999999999,0.21908902300206645,5.0
www.infranken.de,-0.3826666666666666,0.3867988279885725,0.15555555555555553,0.2165954298846436,5.0
ooe.orf.at,0.03522222222222221,0.1696381406566109,0.14444444444444443,0.16362973861136823,5.0
www.jungewelt.de,0.16142857142857142,0.17354350157460668,0.05714285714285714,0.12777531299998798,5.0
www.der-postillon.com,-0.08470238095238095,0.35033934391628296,0.16904761904761906,0.13809523809523808,4.0
www.prnewswire.com,0.2125,0.25289984842489194,0.0,0.0,4.0
www.ndr.de,0.033333333333333326,0.13540064007726602,0.0,0.0,4.0
rp-online.de,-0.08333333333333336,0.49027581050911573,0.0,0.0,4.0
web.de,-0.052500000000000005,0.035707142142714254,0.05,0.1,4.0
www.chip.de,0.017708333333333333,0.4068051762070991,0.10416666666666666,0.125,4.0
winfuture.de,-0.08666666666666667,0.19910912697424105,0.0,0.0,3.0
www.googlewatchblog.de,0.06416666666666666,0.43936270134517935,0.11666666666666665,0.11273124382057235,3.0
www.msn.com,-0.020000000000000004,0.03464101615137755,0.13333333333333333,0.23094010767585033,3.0
www.kino.de,0.54,0.0,0.0,0.0,2.0
burgenland.orf.at,-0.05833333333333333,0.08249579113843054,0.08333333333333333,0.11785113019775792,2.0
www.rbb24.de,0.26249999999999996,0.3712310601229374,0.0,0.0,2.0
www.horizont.net,0.04375,0.15615274751202926,0.2625,0.37123106012293744,2.0
www.freitag.de,0.0008333333333333387,0.19916841003421087,0.041666666666666664,0.05892556509887896,2.0
help.orf.at,0.05416666666666667,0.07660323462854265,0.11309523809523808,0.042089689356342115,2.0
noe.orf.at,0.09999999999999999,0.0,0.0,0.0,2.0
praxistipps.chip.de,0.14285714285714285,0.20203050891044214,0.17142857142857143,0.04040610178208844,2.0
www.spektrum.de,0.075,0.10606601717798213,0.18333333333333335,0.023570226039551587,2.0
www.businessinsider.de,0.06999999999999999,0.09899494936611665,0.0,0.0,2.0
www.brigitte.de,0.0025000000000000022,0.24395183950935886,0.0625,0.08838834764831845,2.0
www.br.de,0.16666666666666666,0.23570226039551584,0.16666666666666666,0.23570226039551584,2.0
detektor.fm,0.29166666666666663,0.05892556509887897,0.0,0.0,2.0
steiermark.orf.at,0.18999999999999997,0.12727922061357852,0.14285714285714285,0.20203050891044214,2.0
vorarlberg.orf.at,0.16999999999999998,0.24041630560342614,0.1,0.14142135623730953,2.0
www.rnd.de,0.0,1.0,0.0,1.0,1.0
www.waz.de,0.0,1.0,0.0,1.0,1.0
www.nordbayern.de,0.0,1.0,0.0,1.0,1.0
www.wissenschaft.de,0.0,1.0,0.0,1.0,1.0
www.vip.de,0.0,1.0,0.0,1.0,1.0
www.voltairenet.org,0.0,1.0,0.0,1.0,1.0
www.zdf.de,0.0,1.0,0.0,1.0,1.0
www.psoriasis-netz.de,0.0,1.0,0.0,1.0,1.0
www.schwaebische.de,0.0,1.0,0.0,1.0,1.0
www.rtl.de,0.0,1.0,0.0,1.0,1.0
www.zdnet.de,0.0,1.0,0.0,1.0,1.0
ahrensburg-portal.de,0.0,1.0,0.0,1.0,1.0
www.merkur.de,0.0,1.0,0.0,1.0,1.0
www.kreiszeitung.de,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
hallespektrum.de,0.0,1.0,0.0,1.0,1.0
kaernten.orf.at,0.0,1.0,0.0,1.0,1.0
prod.berliner-zeitung.de,0.0,1.0,0.0,1.0,1.0
science.orf.at,0.0,1.0,0.0,1.0,1.0
tirol.orf.at,0.0,1.0,0.0,1.0,1.0
www.24vita.de,0.0,1.0,0.0,1.0,1.0
www.agrarheute.com,0.0,1.0,0.0,1.0,1.0
www.all-in.de,0.0,1.0,0.0,1.0,1.0
www.basicthinking.de,0.0,1.0,0.0,1.0,1.0
www.bz-berlin.de,0.0,1.0,0.0,1.0,1.0
www.cio.de,0.0,1.0,0.0,1.0,1.0
www.computerbase.de,0.0,1.0,0.0,1.0,1.0
www.computerwoche.de,0.0,1.0,0.0,1.0,1.0
www.dealdoktor.de,0.0,1.0,0.0,1.0,1.0
www.derstandard.at,0.0,1.0,0.0,1.0,1.0
www.discountfan.de,0.0,1.0,0.0,1.0,1.0
www.finanzen.net,0.0,1.0,0.0,1.0,1.0
www.fuersie.de,0.0,1.0,0.0,1.0,1.0
www.gofeminin.de,0.0,1.0,0.0,1.0,1.0
www.golem.de,0.0,1.0,0.0,1.0,1.0
www.fitforfun.de,0.0,1.0,0.0,1.0,1.0
